name,constit,party1,pw_name,party2,party_change,by_elec,cl_wikidataid,cl_pageid,cl_wikititle,iraq_inv,iraq_inv_source,iraq_inv_link,party3
Marsha Singh,Bradford West,Lab,Marsha Singh,,0,0,Q338089,450442,Marsha_Singh,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Martin Caton,Gower,Lab,Martin Caton,,0,0,Q269533,416976,Martin_Caton,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Martin Linton,Battersea,Lab,Martin Linton,,0,0,Q1245634,428642,Martin_Linton,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Martin O'Neill,Ochil,Lab,Mr Martin O'Neill,,0,0,Q1672680,422807,"Martin_O'Neill,_Baron_O'Neill_of_Clackmannan",Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Martin Salter,Reading West,Lab,Martin Salter,,0,0,Q6776518,450341,Martin_Salter,Against Invasion,Martin Salter voted to say that the case for war against Iraq has not yet been established,https://www.theyworkforyou.com/mp/10526/martin_salter/reading_west/divisions?policy=1049,Labour
Martin Smyth,Belfast South,UUP,Martin Smyth,Independent,1,0,Q6776629,415679,Martin_Smyth,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Martyn David Jones,Clwyd South,Lab,Martyn Jones,,0,0,Q6777642,427378,Martyn_Jones,Against Invasion,Full list of anti-war MPs in last night's vote...Martyn Jones,https://www.theguardian.com/politics/2003/mar/19/uk.houseofcommons3,Labour
Matthew Green,Ludlow,LDem,Mr Matthew Green,,0,0,Q6790594,235633,Matthew_Green_(British_politician),Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Matthew Taylor,Truro and St Austell,LDem,Matthew Taylor,,0,0,Q334363,450265,"Matthew_Taylor,_Baron_Taylor_of_Goss_Moor",Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Meg Munn,"Sheffield, Heeley",Lab,Meg Munn,,0,0,Q578990,435633,Meg_Munn,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Melanie Johnson,Welwyn Hatfield,Lab,Miss Melanie Johnson,,0,0,Q6811295,427369,Melanie_Johnson,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Menzies Campbell,North East Fife,LDem,Menzies Campbell,,0,0,Q248021,354520,Menzies_Campbell,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Michael Ancram,Devizes,Con,Michael Ancram,,0,0,Q332962,252986,Michael_Ancram,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Michael Clapham,Barnsley West and Penistone,Lab,Michael Clapham,,0,0,Q5609276,415181,Michael_Clapham,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Michael Connarty,Falkirk East,Lab,Michael Connarty,,0,0,Q290799,419462,Michael_Connarty,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Michael Fabricant,Lichfield,Con,Michael Fabricant,,0,0,Q304027,421572,Michael_Fabricant,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Michael Fallon,Sevenoaks,Con,Michael Fallon,,0,0,Q304095,421577,Michael_Fallon,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Mike Foster,Worcester,Lab,Michael Foster,,0,0,Q6831647,421634,Mike_Foster_(Worcester_MP),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Michael Howard,Folkestone and Hythe,Con,Michael Howard,,0,0,Q325381,161038,Michael_Howard,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Michael Jabez Foster,Hastings and Rye,Lab,Michael Jabez Foster,,0,0,Q6831542,421635,Michael_Foster_(Hastings_and_Rye_MP),Pro Invasion,Michael Jabez Foster voted against saying the case for military action against Iraq is as yet unproven,https://www.theyworkforyou.com/mp/10210/michael_jabez_foster/hastings_and_rye/divisions?policy=1049,Labour
Michael Jack,Fylde,Con,Michael Jack,,0,0,Q6831544,416914,Michael_Jack,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Michael Mates,East Hampshire,Con,Michael Mates,,0,0,Q13529989,421704,Michael_Mates,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Michael Meacher,Oldham West and Royton,Lab,Michael Meacher,,0,0,Q583993,359553,Michael_Meacher,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Michael Moore,"Tweeddale, Ettrick and Lauderdale",LDem,Michael Moore,,0,0,Q333446,427588,Michael_Moore_(British_politician),Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Michael Portillo,Kensington and Chelsea,Con,Mr Michael Portillo,,0,0,Q333525,204498,Michael_Portillo,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Michael Spicer,West Worcestershire,Con,Michael Spicer,,0,0,Q334646,414936,Michael_Spicer,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Michael Trend,Windsor,Con,Mr Michael Trend,,0,0,Q13530060,450285,Michael_Trend,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Michael Weir,Angus,SNP,Michael Weir,,0,0,Q264220,434899,Mike_Weir_(politician),Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Michael Wills,North Swindon,Lab,Michael Wills,,0,0,Q334209,434983,Michael_Wills,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Mike Gapes,Ilford South,Lab,Mike Gapes,,0,0,Q391141,426646,Mike_Gapes,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Mike Hall,Weaver Vale,Lab,Mike Hall,,0,0,Q6847109,514235,Mike_Hall_(British_politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Mike Hancock,Portsmouth South,LDem,Mike Hancock,,0,0,Q478189,434607,Mike_Hancock_(British_politician),Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Mike O'Brien,North Warwickshire,Lab,Mike O'Brien,,0,0,Q6848224,422791,Mike_O'Brien_(British_politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Mike Wood,Batley and Spen,Lab,Mike Wood,,0,0,Q261323,415091,Mike_Wood_(Labour_politician),Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Mohammad Sarwar,Glasgow Govan,Lab,Mohammad Sarwar,,0,0,Q334072,421735,Chaudhry_Mohammad_Sarwar,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Neil Gerrard,Walthamstow,Lab,Neil Gerrard,,0,0,Q6988615,415149,Neil_Gerrard,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Neil Turner,Wigan,Lab,Neil Turner,,0,0,Q6989435,78998,Neil_Turner_(British_politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Nicholas Soames,Mid Sussex,Con,Nicholas Soames,,0,0,Q390192,416044,Nicholas_Soames,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Nicholas Winterton,Macclesfield,Con,Nicholas Winterton,,0,0,Q337577,416048,Nicholas_Winterton,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Nick Ainger,Carmarthen West and South Pembrokeshire,Lab,Nick Ainger,,0,0,Q325367,79437,Nick_Ainger,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Nick Brown,Newcastle upon Tyne East and Wallsend,Lab,Nick Brown,,0,0,Q265935,356898,Nick_Brown,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Nick Gibb,Bognor Regis and Littlehampton,Con,Nick Gibb,,0,0,Q391300,426677,Nick_Gibb,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Nick Harvey,North Devon,LDem,Nick Harvey,,0,0,Q478369,434612,Nick_Harvey,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Nick Hawkins,Surrey Heath,Con,Mr Nick Hawkins,,0,0,Q7027270,434619,Nick_Hawkins,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Nick Palmer,Broxtowe,Lab,Nick Palmer,,0,0,Q7027655,433777,Nick_Palmer,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Nick Raynsford,Greenwich and Woolwich,Lab,Nick Raynsford,,0,0,Q575054,79993,Nick_Raynsford,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Nigel Beard,Bexleyheath and Crayford,Lab,Mr Nigel Beard,,0,0,Q5567795,414452,Nigel_Beard,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Nigel Dodds,Belfast North,DUP,Nigel Dodds,,0,0,Q300243,416770,Nigel_Dodds,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Nigel Evans,Ribble Valley,Con,Nigel Evans,,0,0,Q303814,420144,Nigel_Evans,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Nigel Griffiths,Edinburgh South,Lab,Nigel Griffiths,,0,0,Q7032412,427342,Nigel_Griffiths,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Nigel Jones,Cheltenham,LDem,Mr Nigel Jones,,0,0,Q333721,427380,"Nigel_Jones,_Baron_Jones_of_Cheltenham",Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Nigel Waterson,Eastbourne,Con,Nigel Waterson,,0,0,Q337536,434962,Nigel_Waterson,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Norman Baker,Lewes,LDem,Norman Baker,,0,0,Q260082,414431,Norman_Baker,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Norman Lamb,North Norfolk,LDem,Norman Lamb,,0,0,Q750179,428586,Norman_Lamb,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Oliver Heald,North East Hertfordshire,Con,Oliver Heald,,0,0,Q478711,434622,Oliver_Heald,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Oliver Letwin,West Dorset,Con,Oliver Letwin,,0,0,Q333480,331975,Oliver_Letwin,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Oona King,Bethnal Green and Bow,Lab,Ms Oona King,,0,0,Q256225,414469,Oona_King,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Owen Paterson,North Shropshire,Con,Owen Paterson,,0,0,Q197894,433779,Owen_Paterson,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Paddy Tipping,Sherwood,Lab,Paddy Tipping,,0,0,Q7123633,450276,Paddy_Tipping,Pro Invasion,Paddy Tipping voted against saying the case for military action against Iraq is as yet unproven,https://www.theyworkforyou.com/mp/10597/paddy_tipping/sherwood/divisions?policy=1049,Labour
Parmjit Dhanda,Gloucester,Lab,Parmjit Dhanda,,0,0,Q5621232,420184,Parmjit_Dhanda,Against Invasion,Parmjit Dhanda voted to say that the case for war against Iraq has not yet been established,https://www.theyworkforyou.com/mp/10852/parmjit_dhanda/gloucester/divisions?policy=1049,Labour
Parmjit Singh Gill,Leicester South,LDem,Mr Parmjit Gill,,0,2,Q7139215,735450,Parmjit_Singh_Gill,Against Invasion,"""They recognise the principled stance that the Liberal Democrats took against the war in Iraq, and they want progress to be made on the middle east peace process.""",https://publications.parliament.uk/pa/cm200405/cmhansrd/vo041123/debtext/41123-15.htm,Other parties
Patricia Hewitt,Leicester West,Lab,Patricia Hewitt,,0,0,Q332799,290463,Patricia_Hewitt,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Patrick Cormack,South Staffordshire,Con,Patrick Cormack,,0,0,Q332973,414927,Patrick_Cormack,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Patrick Hall,Bedford,Lab,Patrick Hall,,0,0,Q7146637,434601,Patrick_Hall_(politician),Against Invasion,Patrick Hall voted to say that the case for war against Iraq has not yet been established,https://www.theyworkforyou.com/mp/10254/patrick_hall/bedford/divisions?policy=1049,Labour
Patrick McLoughlin,West Derbyshire,Con,Patrick McLoughlin,,0,0,Q333267,434727,Patrick_McLoughlin,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Patrick Mercer,Newark,Con,Patrick Mercer,,0,0,Q583700,435621,Patrick_Mercer,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Patsy Calton,Cheadle,LDem,Patsy Calton,,0,0,Q4941661,419333,Patsy_Calton,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Paul Beresford,Mole Valley,Con,Paul Beresford,,0,0,Q263243,414638,Paul_Beresford,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Paul Boateng,Brent South,Lab,Mr Paul Boateng,,0,0,Q332667,299689,Paul_Boateng,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Paul Burstow,Sutton and Cheam,LDem,Paul Burstow,,0,0,Q269977,414827,Paul_Burstow,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Paul Clark,Gillingham,Lab,Paul Clark,,0,0,Q5609445,419398,Paul_Clark_(politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Paul Daisley,Brent East,Lab,Mr Paul Daisley,,0,1,Q7150111,416767,Paul_Daisley,Against Invasion,"...he hardly opened his mouth in parliament. This was not from the absence of strong feelings, including opposition to the recent war with Iraq.",https://www.theguardian.com/news/2003/jun/19/guardianobituaries.obituaries,Labour
Paul Farrelly,Newcastle-under-Lyme,Lab,Paul Farrelly,,0,0,Q304172,421588,Paul_Farrelly,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Paul Flynn,Newport West,Lab,Paul Flynn,,0,0,Q390611,6158791,Paul_Flynn_(politician),Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Paul Goggins,Wythenshawe and Sale East,Lab,Paul Goggins,,0,0,Q391539,420572,Paul_Goggins,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Paul Goodman,Wycombe,Con,Paul Goodman,,0,0,Q7150945,427347,Paul_Goodman_(politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Paul Holmes,Chesterfield,LDem,Paul Holmes,,0,0,Q13195141,1114223,Paul_Holmes_(politician),Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Paul Keetch,Hereford,LDem,Paul Keetch,,0,0,Q7151723,427621,Paul_Keetch,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Paul Marsden,Shrewsbury and Atcham,Libdem,Mr Paul Marsden,Lab,1,0,Q3330215,434910,Paul_Marsden,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Paul Murphy,Torfaen,Lab,Paul Murphy,,0,0,Q333828,410151,"Paul_Murphy,_Baron_Murphy_of_Torfaen",Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Paul David Stinchcombe,Wellingborough,Lab,Mr Paul Stinchcombe,,0,0,Q15990302,450496,Paul_Stinchcombe,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Paul Truswell,Pudsey,Lab,Paul Truswell,,0,0,Q338032,450311,Paul_Truswell,Against Invasion,Paul Truswell voted to say that the case for war against Iraq has not yet been established,https://www.theyworkforyou.com/mp/10606/paul_truswell/pudsey/divisions?policy=1049,Labour
Paul Tyler,North Cornwall,LDem,Mr Paul Tyler,,0,0,Q1722777,450331,Paul_Tyler,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Peter Wishart,North Tayside,SNP,Pete Wishart,,0,0,Q261675,434904,Pete_Wishart,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Peter Ainsworth,East Surrey,Con,Peter Ainsworth,,0,0,Q337709,93464,Peter_Ainsworth,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Peter Atkinson,Hexham,Con,Peter Atkinson,,0,0,Q337992,413996,Peter_Atkinson_(politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Peter Bottomley,Worthing West,Con,Peter Bottomley,,0,0,Q264477,414457,Peter_Bottomley,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Peter Bradley,The Wrekin,Lab,Mr Peter Bradley,,0,0,Q5584360,414681,Peter_Bradley_(politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Peter Duncan,Galloway and Upper Nithsdale,Con,Mr Peter Duncan,,0,0,Q7173765,417677,Peter_Duncan_(British_politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Peter Hain,Neath,Lab,Peter Hain,,0,0,Q333165,41613028,Peter_Hain,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Peter Kilfoyle,"Liverpool, Walton",Lab,Peter Kilfoyle,,0,0,Q7175184,427656,Peter_Kilfoyle,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Peter Lilley,Hitchin and Harpenden,Con,Peter Lilley,,0,0,Q19831,293344,Peter_Lilley,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Peter Luff,Mid Worcestershire,Con,Peter Luff,,0,0,Q695173,428667,Peter_Luff,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Peter Mandelson,Hartlepool,Lab,Mr Peter Mandelson,,0,1,Q310046,216970,Peter_Mandelson,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Peter Pike,Burnley,Lab,Mr Peter Pike,,0,0,Q7176394,433838,Peter_Pike_(British_politician),Pro Invasion,Mr Peter Pike voted to say that the case for war against Iraq has not yet been established,https://www.theyworkforyou.com/mp/10479/peter_pike/burnley/divisions?policy=1049,Labour
Peter Robinson,Belfast East,DUP,Peter Robinson,,0,0,Q333036,415675,Peter_Robinson_(Northern_Ireland_politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Peter Tapsell,Louth and Horncastle,Con,Peter Tapsell,,0,0,Q272526,435653,Peter_Tapsell_(British_politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Peter Viggers,Gosport,Con,Peter Viggers,,0,0,Q7177498,419308,Peter_Viggers,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Phil Hope,Corby,Lab,Phil Hope,,0,0,Q7182018,434653,Phil_Hope,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Phil Sawford,Kettering,Lab,Mr Phil Sawford,,0,0,Q7182378,415121,Phil_Sawford,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Phil Willis,Harrogate and Knaresborough,LDem,Phil Willis,,0,0,Q333020,434980,Phil_Willis,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Phil Woolas,Oldham East and Saddleworth,Lab,Phil Woolas,,0,0,Q338063,434989,Phil_Woolas,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Philip Hammond,Runnymede and Weybridge,Con,Philip Hammond,,0,0,Q332987,434606,Philip_Hammond,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Phyllis Starkey,Milton Keynes South West,Lab,Phyllis Starkey,,0,0,Q7188628,450477,Phyllis_Starkey,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Piara Khabra,"Ealing, Southall",Lab,Piara S Khabra,,0,0,Q7190233,427645,Piara_Khabra,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Quentin Davies,Grantham and Stamford,Con,Quentin Davies,,0,0,Q333474,420157,Quentin_Davies,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Rachel Squire,Dunfermline West,Lab,Rachel Squire,,0,0,Q7279412,450471,Rachel_Squire,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Richard Allan,"Sheffield, Hallam",LDem,Mr Richard Allan,,0,0,Q334455,413971,"Richard_Allan,_Baron_Allan_of_Hallam",Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Richard Bacon,South Norfolk,Con,Richard Bacon,,0,0,Q3409441,414426,Richard_Bacon_(politician),Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Richard Burden,"Birmingham, Northfield",Lab,Richard Burden,,0,0,Q269868,414804,Richard_Burden,Against Invasion,Richard Burden voted to say that the case for war against Iraq has not yet been established,https://www.theyworkforyou.com/mp/10076/richard_burden/birmingham%2C_northfield/divisions?policy=1049,Labour
Richard Caborn,Sheffield Central,Lab,Richard Caborn,,0,0,Q338166,410174,Richard_Caborn,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Richard Ottaway,Croydon South,Con,Richard Ottaway,,0,0,Q576147,422821,Richard_Ottaway,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Richard Page,South West Hertfordshire,Con,Mr Richard Page,,0,0,Q7328258,433775,Richard_Page,Against Invasion,Mr Richard Page voted to say that the case for war against Iraq has not yet been established,https://www.theyworkforyou.com/mp/10469/richard_page/south_west_hertfordshire/divisions?policy=1049,Conservative
